user_id,book_id,rating,timestamp
U126,B111,4.5,1672790424
U126,B106,4.0,1672876824
U127,B133,5.0,1672531225
U127,B134,5.0,1672617625
U127,B130,4.5,1672704025
U127,B135,4.0,1672790425
U127,B146,4.0,1672876825
U128,B103,4.5,1672531226
U128,B105,4.5,1672617626
U128,B101,4.0,1672704026
U128,B149,4.0,1672790426
U128,B104,3.5,1672876826
U129,B123,4.5,1672531227
U129,B124,4.5,1672617627
U129,B125,4.0,1672704027
U129,B126,4.0,1672790427
U130,B131,5.0,1672531228
U130,B132,4.5,1672617628
U130,B130,4.0,1672704028
U130,B134,4.5,1672790428
U131,B111,5.0,1672531229
U131,B112,5.0,1672617629
U131,B113,4.5,1672704029
U131,B119,4.5,1672790429
U132,B102,4.5,1672531230
U132,B109,4.5,1672617630
U132,B110,4.0,1672704030
U133,B127,5.0,1672531231
U133,B128,4.5,1672617631
U133,B129,4.5,1672704031
U134,B146,5.0,1672531232
U134,B147,4.5,1672617632
U134,B114,4.0,1672704032
U135,B138,5.0,1672531233
U135,B139,4.5,1672617633
U135,B140,4.0,1672704033
U136,B104,4.5,1672531234
U136,B108,4.0,1672617634
U137,B118,5.0,1672531235
U137,B121,4.5,1672617635
U138,B130,4.5,1672531236
U138,B134,4.0,1672617636
U139,B114,5.0,1672531237
U140,B101,4.0,1672531238
U141,B125,5.0,1672531239
